filename,project_id,counterparty,exec_date,doc_type,parent_dir,year_bucket,src_path,size_bytes,normalized_filename
Confidential - market sensitive pursuant to D.06-06-066_5876 - TD2 - Building L Executed Interconnection Agreement.pdf,5876,TD2   Building L  Interconnection Agreement,,AGREEMENT,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5876 - TD2 - Building L Executed Interconnection Agreement.pdf,3389912,5876_TD2_Building_L_Interconnection_Agreement_AGREEMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5880 MSQ2 - SCE 2014 Renewables RPF ProForma PPA - (2015 06 25).pdf,5880,MSQ2   SCE 2014 Renewables RPF ProForma    (2015 06 25),,PPA,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5880 MSQ2 - SCE 2014 Renewables RPF ProForma PPA - (2015 06 25).pdf,3422439,5880_MSQ2_SCE_2014_Renewables_RPF_ProForma_2015_06_25_PPA.pdf
Confidential - market sensitive pursuant to D.06-06-066_5834 RE Garland A LLC - PPA FULLY EXECUTED.pdf,5834,RE Garland A LLC,,PPA,,2013-2015,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2013-2015__Confidential - market sensitive pursuant to D.06-06-066_5834 RE Garland A LLC - PPA FULLY EXECUTED.pdf,3045710,5834_RE_Garland_A_LLC_PPA.pdf
5207 - FSE Blythe 1 LLC - Renewable Power Purchase and Sale Agreement.pdf,5207,FSE Blythe 1 LLC   Renewable Power Purchase and Sale Agreement,,PPA,,2007-2012,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/2007-2012__5207 - FSE Blythe 1 LLC - Renewable Power Purchase and Sale Agreement.pdf,9316753,5207_FSE_Blythe_1_LLC_Renewable_Power_Purchase_and_Sale_Agreement_PPA.pdf
6089 CTV Power Amendment No1 7-29-87.pdf,6089,6089 CTV Power  No1 7 29 87,,AMENDMENT,,1985-1989,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/pdfs/1985-1989__6089 CTV Power Amendment No1 7-29-87.pdf,132856,6089_6089_CTV_Power_No1_7_29_87_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5494 McCoy Solar _ Amendment 1_ 12-16-16.pdf,5494,5494,2016-12-16,AMENDMENT,5494,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5494/Confidential - market sensitive pursuant to D.06-06-066_5494 McCoy Solar _ Amendment 1_ 12-16-16.pdf,1757108,5494_5494_2016-12-16_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5838 - Amendment No  1 - 2017-02-08_Executed Final.pdf,5838,5838,,AMENDMENT,5838,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5838/Confidential - market sensitive pursuant to D.06-06-066_5838 - Amendment No  1 - 2017-02-08_Executed Final.pdf,4385616,5838_5838_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5838 Ducor 3, SGIA (SGIA-Crown_WDT603), 112014, SCE.pdf",5838,5838,,OTHER,5838,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5838/Confidential - market sensitive pursuant to D.06-06-066_5838 Ducor 3, SGIA (SGIA-Crown_WDT603), 112014, SCE.pdf",4114034,5838_5838_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5838 SR Solis Crown - PPA FULLY EXECUTED.pdf,5838,5838,,PPA,5838,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5838/Confidential - market sensitive pursuant to D.06-06-066_5838 SR Solis Crown - PPA FULLY EXECUTED.pdf,4285611,5838_5838_PPA.pdf
5207-NRG Solar Blythe - PPA Amendment 5 -20170302-executed.pdf,5207,5207,2017-03-02,AMENDMENT,5207,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5207/5207-NRG Solar Blythe - PPA Amendment 5 -20170302-executed.pdf,586204,5207_5207_2017-03-02_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5836 SR Solis Vestal Herder - PPA FULLY EXECUTED.pdf,5836,5836,,PPA,5836,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5836/Confidential - market sensitive pursuant to D.06-06-066_5836 SR Solis Vestal Herder - PPA FULLY EXECUTED.pdf,4628771,5836_5836_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5836 Ducor 2, SGIA (SGIA-Vestal Herder_WDT390), 112014, SCE.pdf",5836,5836,,OTHER,5836,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5836/Confidential - market sensitive pursuant to D.06-06-066_5836 Ducor 2, SGIA (SGIA-Vestal Herder_WDT390), 112014, SCE.pdf",4162854,5836_5836_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5836 - Amendment No  1 - 2017-02-08_Executed Final.pdf,5836,5836,,AMENDMENT,5836,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5836/Confidential - market sensitive pursuant to D.06-06-066_5836 - Amendment No  1 - 2017-02-08_Executed Final.pdf,13194472,5836_5836_AMENDMENT.pdf
3103_Coso_Geothermal_Settlement_Agreement_and_Amendment_No._6_(Fully_Executed).pdf,3103,3103,,OTHER,3103,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/3103/3103_Coso_Geothermal_Settlement_Agreement_and_Amendment_No._6_(Fully_Executed).pdf,3905765,3103_3103_OTHER.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-01-16, CED Wistaria Solar LLC, Amendment 2.pdf",2019,CED Wistaria Solar LLC,,AMENDMENT,CED Wistaria Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/CED Wistaria Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2019-01-16, CED Wistaria Solar LLC, Amendment 2.pdf",126756,2019_CED_Wistaria_Solar_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-03-25, CED Wistaria Solar LLC, Amendment 4.pdf",2019,CED Wistaria Solar LLC,,AMENDMENT,CED Wistaria Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/CED Wistaria Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2019-03-25, CED Wistaria Solar LLC, Amendment 4.pdf",1375548,2019_CED_Wistaria_Solar_LLC_AMENDMENT_v1.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2018-02-08, CED Wistaria Solar LLC, Amendment 3.pdf",2018,CED Wistaria Solar LLC,,AMENDMENT,CED Wistaria Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/CED Wistaria Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2018-02-08, CED Wistaria Solar LLC, Amendment 3.pdf",147474,2018_CED_Wistaria_Solar_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2018-12-06, CED Wistaria Solar LLC, Amendment 1.pdf",2018,CED Wistaria Solar LLC,,AMENDMENT,CED Wistaria Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/CED Wistaria Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2018-12-06, CED Wistaria Solar LLC, Amendment 1.pdf",123958,2018_CED_Wistaria_Solar_LLC_AMENDMENT_v1.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-02-08, CED Wistaria Solar LLC, Amendment 3.pdf",2019,CED Wistaria Solar LLC,,AMENDMENT,CED Wistaria Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/CED Wistaria Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2019-02-08, CED Wistaria Solar LLC, Amendment 3.pdf",147565,2019_CED_Wistaria_Solar_LLC_AMENDMENT_v2.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-12-23, CED Wistaria Solar LLC, Interconnection Agreement.pdf",2014,CED Wistaria Solar LLC,,AGREEMENT,CED Wistaria Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/CED Wistaria Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2014-12-23, CED Wistaria Solar LLC, Interconnection Agreement.pdf",670917,2014_CED_Wistaria_Solar_LLC_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2018-02-21, CED Wistaria Solar LLC, PPA.pdf",2018,CED Wistaria Solar LLC,,PPA,CED Wistaria Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/CED Wistaria Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2018-02-21, CED Wistaria Solar LLC, PPA.pdf",2815158,2018_CED_Wistaria_Solar_LLC_PPA.pdf
"2018-01-31, Snow Creek - Desert Water Agency (Snow Creek), Interconnection Agreement.pdf",2018,Snow Creek - Desert Water Agency (Snow Creek),,AGREEMENT,Snow Creek - Desert Water Agency (Snow Creek),2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Snow Creek - Desert Water Agency (Snow Creek)/2018-01-31, Snow Creek - Desert Water Agency (Snow Creek), Interconnection Agreement.pdf",543997,2018_Snow_Creek_-_Desert_Water_Agency_Snow_Creek_AGREEMENT.pdf
"2016-08-11, Snow Creek - Desert Water Agency (Snow Creek), PPA.pdf",2016,Snow Creek - Desert Water Agency (Snow Creek),,PPA,Snow Creek - Desert Water Agency (Snow Creek),2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Snow Creek - Desert Water Agency (Snow Creek)/2016-08-11, Snow Creek - Desert Water Agency (Snow Creek), PPA.pdf",1786477,2016_Snow_Creek_-_Desert_Water_Agency_Snow_Creek_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5297 Regulus Solar, LLC - Amendment No. 5.pdf",5297,5297,,AMENDMENT,5297,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5297/Confidential - market sensitive pursuant to D.06-06-066_5297 Regulus Solar, LLC - Amendment No. 5.pdf",424047,5297_5297_AMENDMENT.pdf
"2016-10-18, Pacific Ultrapower Chinese Station, PPA.pdf",2016,Pacific Ultrapower Chinese Station,,PPA,Pacific Ultrapower Chinese Station,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Pacific Ultrapower Chinese Station/2016-10-18, Pacific Ultrapower Chinese Station, PPA.pdf",8330785,2016_Pacific_Ultrapower_Chinese_Station_PPA.pdf
"2016-10-18, Pacific Ultrapower Chinese Station, Amendment 1.pdf",2016,Pacific Ultrapower Chinese Station,,AMENDMENT,Pacific Ultrapower Chinese Station,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Pacific Ultrapower Chinese Station/2016-10-18, Pacific Ultrapower Chinese Station, Amendment 1.pdf",485391,2016_Pacific_Ultrapower_Chinese_Station_AMENDMENT.pdf
"2016-10-26, Pacific Ultrapower Chinese Station, Interconnection Agreement.pdf",2016,Pacific Ultrapower Chinese Station,,AGREEMENT,Pacific Ultrapower Chinese Station,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Pacific Ultrapower Chinese Station/2016-10-26, Pacific Ultrapower Chinese Station, Interconnection Agreement.pdf",1298325,2016_Pacific_Ultrapower_Chinese_Station_AGREEMENT.pdf
"2017-11-01, Pacific Ultrapower Chinese Station, Amendment 2.pdf",2017,Pacific Ultrapower Chinese Station,,AMENDMENT,Pacific Ultrapower Chinese Station,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Pacific Ultrapower Chinese Station/2017-11-01, Pacific Ultrapower Chinese Station, Amendment 2.pdf",894746,2017_Pacific_Ultrapower_Chinese_Station_AMENDMENT.pdf
"2019-06-04, Pacific Ultrapower Chinese Station, Amendment 3.pdf",2019,Pacific Ultrapower Chinese Station,,AMENDMENT,Pacific Ultrapower Chinese Station,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Pacific Ultrapower Chinese Station/2019-06-04, Pacific Ultrapower Chinese Station, Amendment 3.pdf",4737305,2019_Pacific_Ultrapower_Chinese_Station_AMENDMENT.pdf
"2016-09-19, Broadview Energy KW, Dynamic Scheduling Agreement.pdf",2016,Broadview Energy KW,,AGREEMENT,Broadview Energy KW,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Broadview Energy KW/2016-09-19, Broadview Energy KW, Dynamic Scheduling Agreement.pdf",4256988,2016_Broadview_Energy_KW_AGREEMENT.pdf
"2015-08-07, Broadview Energy KW, PPA.pdf",2015,Broadview Energy KW,,PPA,Broadview Energy KW,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Broadview Energy KW/2015-08-07, Broadview Energy KW, PPA.pdf",8434335,2015_Broadview_Energy_KW_PPA.pdf
"2016-06-28, Broadview Energy KW, Amendment 1.pdf",2016,Broadview Energy KW,,AMENDMENT,Broadview Energy KW,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Broadview Energy KW/2016-06-28, Broadview Energy KW, Amendment 1.pdf",11607713,2016_Broadview_Energy_KW_AMENDMENT.pdf
5252-NRG TA High Desert - PPA Amendment 3 -20170302-executed.pdf,5252,5252,2017-03-02,AMENDMENT,5252,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5252/5252-NRG TA High Desert - PPA Amendment 3 -20170302-executed.pdf,585312,5252_5252_2017-03-02_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-01-24, JATON LLC, Interconnection Agreement.pdf",2014,JATON LLC,,AGREEMENT,JATON LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/JATON LLC/Confidential - market sensitive pursuant to D.06-06-066_2014-01-24, JATON LLC, Interconnection Agreement.pdf",1251945,2014_JATON_LLC_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2018-07-18, JATON LLC, PPA.pdf",2018,JATON LLC,,PPA,JATON LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/JATON LLC/Confidential - market sensitive pursuant to D.06-06-066_2018-07-18, JATON LLC, PPA.pdf",895510,2018_JATON_LLC_PPA.pdf
Confidential - market sensitive pursuant to D.06-06-066_5468 North Lancaster Ranch_Amended _ Restated PPA (Executed).pdf,5468,5468,,AMENDMENT_AND_RESTATED,5468,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5468/Confidential - market sensitive pursuant to D.06-06-066_5468 North Lancaster Ranch_Amended _ Restated PPA (Executed).pdf,6696692,5468_5468_AMENDMENT_AND_RESTATED.pdf
Confidential - market sensitive pursuant to D.06-06-066_5468 North Lancaster Ranch _ Amendment 2 to Incorporate CPUC Reso~1.pdf,5468,5468,,AMENDMENT,5468,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5468/Confidential - market sensitive pursuant to D.06-06-066_5468 North Lancaster Ranch _ Amendment 2 to Incorporate CPUC Reso~1.pdf,1581060,5468_5468_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5468 - North Lancaster Solar - SGIA (fully-executed) v160309.pdf,5468,5468,,OTHER,5468,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5468/Confidential - market sensitive pursuant to D.06-06-066_5468 - North Lancaster Solar - SGIA (fully-executed) v160309.pdf,1344968,5468_5468_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5468 North Lancaster Ranch _ Amendment 3_ 9-21-16 (LAW STAMP).pdf,5468,5468,,AMENDMENT,5468,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5468/Confidential - market sensitive pursuant to D.06-06-066_5468 North Lancaster Ranch _ Amendment 3_ 9-21-16 (LAW STAMP).pdf,3563874,5468_5468_AMENDMENT_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_5468 North Lancaster Ranch _ Amendment 1 to PPA.pdf,5468,5468,,AMENDMENT,5468,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5468/Confidential - market sensitive pursuant to D.06-06-066_5468 North Lancaster Ranch _ Amendment 1 to PPA.pdf,175087,5468_5468_AMENDMENT_v2.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5837 Ducor 4, SGIA (SGIA-Vestal Fireman_WDT439), 112014, SCE.pdf",5837,5837,,OTHER,5837,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5837/Confidential - market sensitive pursuant to D.06-06-066_5837 Ducor 4, SGIA (SGIA-Vestal Fireman_WDT439), 112014, SCE.pdf",4128264,5837_5837_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5837 - Amendment No  1 - 2017-02-08_Executed Final.pdf,5837,5837,,AMENDMENT,5837,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5837/Confidential - market sensitive pursuant to D.06-06-066_5837 - Amendment No  1 - 2017-02-08_Executed Final.pdf,12914623,5837_5837_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5837 SR Solis Vestal Fireman - PPA FULLY EXECUTED.pdf,5837,5837,,PPA,5837,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5837/Confidential - market sensitive pursuant to D.06-06-066_5837 SR Solis Vestal Fireman - PPA FULLY EXECUTED.pdf,4247840,5837_5837_PPA.pdf
Confidential - market sensitive pursuant to D.06-06-066_4316_WalnutValleyWaterDistrict_PPA.pdf,4316,4316,,OTHER,4316,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/4316/Confidential - market sensitive pursuant to D.06-06-066_4316_WalnutValleyWaterDistrict_PPA.pdf,1800450,4316_4316_OTHER.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-08-15, Central CA Fuel Cell 2 LLC - Tulare BioMat Fuel Cell, Amendment 1.pdf",2019,Central CA Fuel Cell 2 LLC - Tulare BioMat Fuel Cell,,AMENDMENT,Central CA Fuel Cell 2 LLC - Tulare BioMat Fuel Cell,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Central CA Fuel Cell 2 LLC - Tulare BioMat Fuel Cell/Confidential - market sensitive pursuant to D.06-06-066_2019-08-15, Central CA Fuel Cell 2 LLC - Tulare BioMat Fuel Cell, Amendment 1.pdf",342667,2019_Central_CA_Fuel_Cell_2_LLC_-_Tulare_BioMat_Fuel_Cell_AMENDMENT.pdf
"Confidential - Central CA Fuel Cell 2 LLC - Tulare BioMat Fuel Cell, Amendment 1.pdf",,Central CA Fuel Cell 2 LLC - Tulare BioMat Fuel Cell,,AMENDMENT,Central CA Fuel Cell 2 LLC - Tulare BioMat Fuel Cell,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Central CA Fuel Cell 2 LLC - Tulare BioMat Fuel Cell/Confidential - Central CA Fuel Cell 2 LLC - Tulare BioMat Fuel Cell, Amendment 1.pdf",342667,NA_Central_CA_Fuel_Cell_2_LLC_-_Tulare_BioMat_Fuel_Cell_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_1238-RSSCEP-PGE-CAISO Interconnection 08-18-16-fully executed.pdf,1238,1238,2016-08-18,OTHER,1238,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/1238/Confidential - market sensitive pursuant to D.06-06-066_1238-RSSCEP-PGE-CAISO Interconnection 08-18-16-fully executed.pdf,1275479,1238_1238_2016-08-18_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_1238 - Republic Sonoma PPA EXECUTED.pdf,1238,1238,,PPA,1238,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/1238/Confidential - market sensitive pursuant to D.06-06-066_1238 - Republic Sonoma PPA EXECUTED.pdf,2605819,1238_1238_PPA.pdf
Confidential - market sensitive pursuant to D.06-06-066_6391 WDT1143-GIA_-_Cameron_Ridge_II_-_Docket_No._ER16-935_-_2016-~1.pdf,6391,6391,,OTHER,6391,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/6391/Confidential - market sensitive pursuant to D.06-06-066_6391 WDT1143-GIA_-_Cameron_Ridge_II_-_Docket_No._ER16-935_-_2016-~1.pdf,10247350,6391_6391_OTHER.pdf
"Confidential - market sensitive pursuant to D.06-06-066_6391 Cameron Ridge II, LLC - FULLY EXECUTED (WES Copy).pdf",6391,6391,,OTHER,6391,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/6391/Confidential - market sensitive pursuant to D.06-06-066_6391 Cameron Ridge II, LLC - FULLY EXECUTED (WES Copy).pdf",4943711,6391_6391_OTHER_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_4252_PPA_Calleguas Municipal Water District_Springville Hydro.pdf,4252,4252,,OTHER,4252,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/4252/Confidential - market sensitive pursuant to D.06-06-066_4252_PPA_Calleguas Municipal Water District_Springville Hydro.pdf,1566870,4252_4252_OTHER.pdf
4058 Amend 1 to Agreement Re- Pricing and Payment.pdf,4058,4058,,AGREEMENT,4058,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/4058/4058 Amend 1 to Agreement Re- Pricing and Payment.pdf,903445,4058_4058_AGREEMENT.pdf
4058 PPA.pdf,4058,4058,,PPA,4058,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/4058/4058 PPA.pdf,2098013,4058_4058_PPA.pdf
4058 Amend 2 to Agreement Re- Pricing and Payment.pdf,4058,4058,,AGREEMENT,4058,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/4058/4058 Amend 2 to Agreement Re- Pricing and Payment.pdf,592527,4058_4058_AGREEMENT_v1.pdf
"Confidential - Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V, Amendment 1.pdf",,Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V,,AMENDMENT,Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V/Confidential - Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V, Amendment 1.pdf",421922,NA_Imperial_Valley_Solar_3_LLC_-_Mount_Signal_Solar_Farm_V_AMENDMENT.pdf
"Confidential - Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V, Amendment 2.pdf",,Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V,,AMENDMENT,Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V/Confidential - Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V, Amendment 2.pdf",25447969,NA_Imperial_Valley_Solar_3_LLC_-_Mount_Signal_Solar_Farm_V_AMENDMENT_v1.pdf
"Confidential - Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V, PPA.pdf",,Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V,,PPA,Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V/Confidential - Imperial Valley Solar 3 LLC - Mount Signal Solar Farm V, PPA.pdf",18160488,NA_Imperial_Valley_Solar_3_LLC_-_Mount_Signal_Solar_Farm_V_PPA.pdf
