filename,project_id,counterparty,exec_date,doc_type,parent_dir,year_bucket,src_path,size_bytes,normalized_filename
"2017-10-18, RE Gaskell West 1 LLC, Amendment 1.pdf",2017,RE Gaskell West 1 LLC,,AMENDMENT,RE Gaskell West 1 LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/RE Gaskell West 1 LLC/2017-10-18, RE Gaskell West 1 LLC, Amendment 1.pdf",3136067,2017_RE_Gaskell_West_1_LLC_AMENDMENT.pdf
"2018-02-22, RE Gaskell West 1 LLC, Amendment 2.pdf",2018,RE Gaskell West 1 LLC,,AMENDMENT,RE Gaskell West 1 LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/RE Gaskell West 1 LLC/2018-02-22, RE Gaskell West 1 LLC, Amendment 2.pdf",2429181,2018_RE_Gaskell_West_1_LLC_AMENDMENT.pdf
"2017-04-01, SEGS IV - Luz Solar Partners Ltd. IV, Interconnection Agreement.pdf",2017,SEGS IV - Luz Solar Partners Ltd. IV,,AGREEMENT,SEGS IV - Luz Solar Partners Ltd. IV,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/SEGS IV - Luz Solar Partners Ltd. IV/2017-04-01, SEGS IV - Luz Solar Partners Ltd. IV, Interconnection Agreement.pdf",1064975,2017_SEGS_IV_-_Luz_Solar_Partners_Ltd_IV_AGREEMENT.pdf
"2015-07-30, SEGS IV - Luz Solar Partners Ltd. IV, PPA.pdf",2015,SEGS IV - Luz Solar Partners Ltd. IV,,PPA,SEGS IV - Luz Solar Partners Ltd. IV,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/SEGS IV - Luz Solar Partners Ltd. IV/2015-07-30, SEGS IV - Luz Solar Partners Ltd. IV, PPA.pdf",4475387,2015_SEGS_IV_-_Luz_Solar_Partners_Ltd_IV_PPA.pdf
"2016-06-20, SEGS IV - Luz Solar Partners Ltd. IV, Amendment 1.pdf",2016,SEGS IV - Luz Solar Partners Ltd. IV,,AMENDMENT,SEGS IV - Luz Solar Partners Ltd. IV,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/SEGS IV - Luz Solar Partners Ltd. IV/2016-06-20, SEGS IV - Luz Solar Partners Ltd. IV, Amendment 1.pdf",181748,2016_SEGS_IV_-_Luz_Solar_Partners_Ltd_IV_AMENDMENT.pdf
"2011-03-23, Tule Wind, Interconnection Agreement.pdf",2011,Tule Wind,,AGREEMENT,Tule Wind,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Tule Wind/2011-03-23, Tule Wind, Interconnection Agreement.pdf",6585278,2011_Tule_Wind_AGREEMENT.pdf
"2015-07-15, Tule Wind, PPA.pdf",2015,Tule Wind,,PPA,Tule Wind,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Tule Wind/2015-07-15, Tule Wind, PPA.pdf",2450302,2015_Tule_Wind_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2021-07-14, Phelan Solar LLC - Sheep Creek Solar, A.pdf",2021,Phelan Solar LLC - Sheep Creek Solar,,OTHER,Phelan Solar LLC - Sheep Creek Solar,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Phelan Solar LLC - Sheep Creek Solar/Confidential - market sensitive pursuant to D.06-06-066_2021-07-14, Phelan Solar LLC - Sheep Creek Solar, A.pdf",1995244,2021_Phelan_Solar_LLC_-_Sheep_Creek_Solar_OTHER.pdf
"2016-05-06, One Ten Partners, PPA.pdf",2016,One Ten Partners,,PPA,One Ten Partners,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/One Ten Partners/2016-05-06, One Ten Partners, PPA.pdf",1700943,2016_One_Ten_Partners_PPA.pdf
"2017-10-26, One Ten Partners, Amendment 1.pdf",2017,One Ten Partners,,AMENDMENT,One Ten Partners,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/One Ten Partners/2017-10-26, One Ten Partners, Amendment 1.pdf",831202,2017_One_Ten_Partners_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-09-10, Luz Solar Partners Ltd. V, Termination Agreement.pdf",2019,Luz Solar Partners Ltd. V,,AGREEMENT,Luz Solar Partners Ltd. V,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Luz Solar Partners Ltd. V/Confidential - market sensitive pursuant to D.06-06-066_2019-09-10, Luz Solar Partners Ltd. V, Termination Agreement.pdf",90617,2019_Luz_Solar_Partners_Ltd_V_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2017-05-12, CalCity Solar I LLC, PPA.pdf",2017,CalCity Solar I LLC,,PPA,CalCity Solar I LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/CalCity Solar I LLC/Confidential - market sensitive pursuant to D.06-06-066_2017-05-12, CalCity Solar I LLC, PPA.pdf",2500176,2017_CalCity_Solar_I_LLC_PPA.pdf
1193_El Sobrante_termination_11.10.2016 (law stamped).pdf,1193,1193,,OTHER,1193,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/1193/1193_El Sobrante_termination_11.10.2016 (law stamped).pdf,161596,1193_1193_OTHER.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2018-09-12, Imperial Valley Solar 2 - Mount Signal Solar Farm II, Interconnection Agreement.pdf",2018,Imperial Valley Solar 2 - Mount Signal Solar Farm II,,AGREEMENT,Imperial Valley Solar 2 - Mount Signal Solar Farm II,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Imperial Valley Solar 2 - Mount Signal Solar Farm II/Confidential - market sensitive pursuant to D.06-06-066_2018-09-12, Imperial Valley Solar 2 - Mount Signal Solar Farm II, Interconnection Agreement.pdf",1951228,2018_Imperial_Valley_Solar_2_-_Mount_Signal_Solar_Farm_II_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-07-31, Imperial Valley Solar 2 - Mount Signal Solar Farm II, PPA.pdf",2014,Imperial Valley Solar 2 - Mount Signal Solar Farm II,,PPA,Imperial Valley Solar 2 - Mount Signal Solar Farm II,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Imperial Valley Solar 2 - Mount Signal Solar Farm II/Confidential - market sensitive pursuant to D.06-06-066_2014-07-31, Imperial Valley Solar 2 - Mount Signal Solar Farm II, PPA.pdf",16232074,2014_Imperial_Valley_Solar_2_-_Mount_Signal_Solar_Farm_II_PPA.pdf
"Confidential - Imperial Valley Solar 2 - Mount Signal Solar Farm II, Amendment 1.pdf",,Imperial Valley Solar 2 - Mount Signal Solar Farm II,,AMENDMENT,Imperial Valley Solar 2 - Mount Signal Solar Farm II,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Imperial Valley Solar 2 - Mount Signal Solar Farm II/Confidential - Imperial Valley Solar 2 - Mount Signal Solar Farm II, Amendment 1.pdf",6284968,NA_Imperial_Valley_Solar_2_-_Mount_Signal_Solar_Farm_II_AMENDMENT.pdf
"Confidential - Imperial Valley Solar 2 - Mount Signal Solar Farm II, Interconnection Agreement.pdf",,Imperial Valley Solar 2 - Mount Signal Solar Farm II,,AGREEMENT,Imperial Valley Solar 2 - Mount Signal Solar Farm II,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Imperial Valley Solar 2 - Mount Signal Solar Farm II/Confidential - Imperial Valley Solar 2 - Mount Signal Solar Farm II, Interconnection Agreement.pdf",1951228,NA_Imperial_Valley_Solar_2_-_Mount_Signal_Solar_Farm_II_AGREEMENT.pdf
"Confidential - Imperial Valley Solar 2 - Mount Signal Solar Farm II, PPA.pdf",,Imperial Valley Solar 2 - Mount Signal Solar Farm II,,PPA,Imperial Valley Solar 2 - Mount Signal Solar Farm II,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Imperial Valley Solar 2 - Mount Signal Solar Farm II/Confidential - Imperial Valley Solar 2 - Mount Signal Solar Farm II, PPA.pdf",16232074,NA_Imperial_Valley_Solar_2_-_Mount_Signal_Solar_Farm_II_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2021-03-11, Imperial Valley Solar 2 - Mount Signal Solar Farm II, Amendment 1.pdf",2021,Imperial Valley Solar 2 - Mount Signal Solar Farm II,,AMENDMENT,Imperial Valley Solar 2 - Mount Signal Solar Farm II,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Imperial Valley Solar 2 - Mount Signal Solar Farm II/Confidential - market sensitive pursuant to D.06-06-066_2021-03-11, Imperial Valley Solar 2 - Mount Signal Solar Farm II, Amendment 1.pdf",6284968,2021_Imperial_Valley_Solar_2_-_Mount_Signal_Solar_Farm_II_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-08-12, 41MB 8me LLC, Amendment 1.pdf",2019,41MB 8me LLC,,AMENDMENT,41MB 8me LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/41MB 8me LLC/Confidential - market sensitive pursuant to D.06-06-066_2019-08-12, 41MB 8me LLC, Amendment 1.pdf",1379312,2019_41MB_8me_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2020-05-15, 41MB 8me LLC, Amendment 3.pdf",2020,41MB 8me LLC,,AMENDMENT,41MB 8me LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/41MB 8me LLC/Confidential - market sensitive pursuant to D.06-06-066_2020-05-15, 41MB 8me LLC, Amendment 3.pdf",376012,2020_41MB_8me_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-10-16, 41MB 8me LLC, Interconnection Agreement.pdf",2019,41MB 8me LLC,,AGREEMENT,41MB 8me LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/41MB 8me LLC/Confidential - market sensitive pursuant to D.06-06-066_2019-10-16, 41MB 8me LLC, Interconnection Agreement.pdf",12779422,2019_41MB_8me_LLC_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-09-09, 41MB 8me LLC, Amendment 2.pdf",2019,41MB 8me LLC,,AMENDMENT,41MB 8me LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/41MB 8me LLC/Confidential - market sensitive pursuant to D.06-06-066_2019-09-09, 41MB 8me LLC, Amendment 2.pdf",573065,2019_41MB_8me_LLC_AMENDMENT_v1.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-07-29, 41MB 8me LLC, PPA.pdf",2014,41MB 8me LLC,,PPA,41MB 8me LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/41MB 8me LLC/Confidential - market sensitive pursuant to D.06-06-066_2014-07-29, 41MB 8me LLC, PPA.pdf",4851283,2014_41MB_8me_LLC_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-08-12, 41MB 8me LLC - Borden Solar Farm, Amendment 1.pdf",2019,41MB 8me LLC - Borden Solar Farm,,AMENDMENT,41MB 8me LLC - Borden Solar Farm,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/41MB 8me LLC - Borden Solar Farm/Confidential - market sensitive pursuant to D.06-06-066_2019-08-12, 41MB 8me LLC - Borden Solar Farm, Amendment 1.pdf",1379423,2019_41MB_8me_LLC_-_Borden_Solar_Farm_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-10-16, 41MB 8me LLC - Borden Solar Farm, Interconnection Agreement.pdf",2019,41MB 8me LLC - Borden Solar Farm,,AGREEMENT,41MB 8me LLC - Borden Solar Farm,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/41MB 8me LLC - Borden Solar Farm/Confidential - market sensitive pursuant to D.06-06-066_2019-10-16, 41MB 8me LLC - Borden Solar Farm, Interconnection Agreement.pdf",12779422,2019_41MB_8me_LLC_-_Borden_Solar_Farm_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2020-05-15, 41MB 8me LLC - Borden Solar Farm, Amendment 3.pdf",2020,41MB 8me LLC - Borden Solar Farm,,AMENDMENT,41MB 8me LLC - Borden Solar Farm,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/41MB 8me LLC - Borden Solar Farm/Confidential - market sensitive pursuant to D.06-06-066_2020-05-15, 41MB 8me LLC - Borden Solar Farm, Amendment 3.pdf",376012,2020_41MB_8me_LLC_-_Borden_Solar_Farm_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-09-09, 41MB 8me LLC - Borden Solar Farm, Amendment 2.pdf",2019,41MB 8me LLC - Borden Solar Farm,,AMENDMENT,41MB 8me LLC - Borden Solar Farm,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/41MB 8me LLC - Borden Solar Farm/Confidential - market sensitive pursuant to D.06-06-066_2019-09-09, 41MB 8me LLC - Borden Solar Farm, Amendment 2.pdf",573065,2019_41MB_8me_LLC_-_Borden_Solar_Farm_AMENDMENT_v1.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-07-29, 41MB 8me LLC - Borden Solar Farm, PPA.pdf",2014,41MB 8me LLC - Borden Solar Farm,,PPA,41MB 8me LLC - Borden Solar Farm,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/41MB 8me LLC - Borden Solar Farm/Confidential - market sensitive pursuant to D.06-06-066_2014-07-29, 41MB 8me LLC - Borden Solar Farm, PPA.pdf",4851283,2014_41MB_8me_LLC_-_Borden_Solar_Farm_PPA.pdf
"2015-11-11, El Cabo Wind, PPA.pdf",2015,El Cabo Wind,,PPA,El Cabo Wind,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/El Cabo Wind/2015-11-11, El Cabo Wind, PPA.pdf",5270144,2015_El_Cabo_Wind_PPA.pdf
"2017-11-06, El Cabo Wind, Third Party Sale Letter Agreement.pdf",2017,El Cabo Wind,,LETTER_AGREEMENT,El Cabo Wind,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/El Cabo Wind/2017-11-06, El Cabo Wind, Third Party Sale Letter Agreement.pdf",71944,2017_El_Cabo_Wind_LETTER_AGREEMENT.pdf
"2017-09-07, El Cabo Wind, Amendment 1.pdf",2017,El Cabo Wind,,AMENDMENT,El Cabo Wind,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/El Cabo Wind/2017-09-07, El Cabo Wind, Amendment 1.pdf",166274,2017_El_Cabo_Wind_AMENDMENT.pdf
"2016-09-19, El Cabo Wind, Dynamic Scheduling Agreement.pdf",2016,El Cabo Wind,,AGREEMENT,El Cabo Wind,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/El Cabo Wind/2016-09-19, El Cabo Wind, Dynamic Scheduling Agreement.pdf",1745583,2016_El_Cabo_Wind_AGREEMENT.pdf
"2018-01-19, El Cabo Wind, Amendment 2.pdf",2018,El Cabo Wind,,AMENDMENT,El Cabo Wind,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/El Cabo Wind/2018-01-19, El Cabo Wind, Amendment 2.pdf",2633743,2018_El_Cabo_Wind_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2018-08-07, Willow Springs Solar LLC, Amendment 2.pdf",2018,Willow Springs Solar LLC,,AMENDMENT,Willow Springs Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Willow Springs Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2018-08-07, Willow Springs Solar LLC, Amendment 2.pdf",398366,2018_Willow_Springs_Solar_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2016-02-29, Willow Springs Solar LLC, Amendment 1.pdf",2016,Willow Springs Solar LLC,,AMENDMENT,Willow Springs Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Willow Springs Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2016-02-29, Willow Springs Solar LLC, Amendment 1.pdf",42945,2016_Willow_Springs_Solar_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2015-01-28, Willow Springs Solar LLC, Interconnection Agreement.pdf",2015,Willow Springs Solar LLC,,AGREEMENT,Willow Springs Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Willow Springs Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2015-01-28, Willow Springs Solar LLC, Interconnection Agreement.pdf",1176015,2015_Willow_Springs_Solar_LLC_AGREEMENT.pdf
"2015-05-07, Central Antelope Dry Ranch B, PPA.pdf",2015,Central Antelope Dry Ranch B,,PPA,Central Antelope Dry Ranch B,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Central Antelope Dry Ranch B/2015-05-07, Central Antelope Dry Ranch B, PPA.pdf",2709470,2015_Central_Antelope_Dry_Ranch_B_PPA.pdf
"2017-04-24, Central Antelope Dry Ranch B, Amendment 1.pdf",2017,Central Antelope Dry Ranch B,,AMENDMENT,Central Antelope Dry Ranch B,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Central Antelope Dry Ranch B/2017-04-24, Central Antelope Dry Ranch B, Amendment 1.pdf",489595,2017_Central_Antelope_Dry_Ranch_B_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2015-01-13, RE Tranquillity LLC, Amendment 1.pdf",2015,RE Tranquillity LLC,,AMENDMENT,RE Tranquillity LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/RE Tranquillity LLC/Confidential - market sensitive pursuant to D.06-06-066_2015-01-13, RE Tranquillity LLC, Amendment 1.pdf",13462902,2015_RE_Tranquillity_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-06-25, RE Tranquillity LLC, PPA.pdf",2014,RE Tranquillity LLC,,PPA,RE Tranquillity LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/RE Tranquillity LLC/Confidential - market sensitive pursuant to D.06-06-066_2014-06-25, RE Tranquillity LLC, PPA.pdf",3412707,2014_RE_Tranquillity_LLC_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-02-25, RE Tranquillity LLC, Interconnection Agreement.pdf",2014,RE Tranquillity LLC,,AGREEMENT,RE Tranquillity LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/RE Tranquillity LLC/Confidential - market sensitive pursuant to D.06-06-066_2014-02-25, RE Tranquillity LLC, Interconnection Agreement.pdf",1788241,2014_RE_Tranquillity_LLC_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2020-05-20, RE Tranquillity LLC, Amendment 4.pdf",2020,RE Tranquillity LLC,,AMENDMENT,RE Tranquillity LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/RE Tranquillity LLC/Confidential - market sensitive pursuant to D.06-06-066_2020-05-20, RE Tranquillity LLC, Amendment 4.pdf",381299,2020_RE_Tranquillity_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2017-11-27, RE Tranquillity LLC, Amendment 3.pdf",2017,RE Tranquillity LLC,,AMENDMENT,RE Tranquillity LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/RE Tranquillity LLC/Confidential - market sensitive pursuant to D.06-06-066_2017-11-27, RE Tranquillity LLC, Amendment 3.pdf",143135,2017_RE_Tranquillity_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2015-10-08, RE Tranquillity LLC, Amendment 2.pdf",2015,RE Tranquillity LLC,,AMENDMENT,RE Tranquillity LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/RE Tranquillity LLC/Confidential - market sensitive pursuant to D.06-06-066_2015-10-08, RE Tranquillity LLC, Amendment 2.pdf",181397,2015_RE_Tranquillity_LLC_AMENDMENT_v1.pdf
1195_Simi Valley_termination_law stamped_2016_11_10.pdf,1195,1195,,OTHER,1195,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/1195/1195_Simi Valley_termination_law stamped_2016_11_10.pdf,178386,1195_1195_OTHER.pdf
6321 Amendment 2 Dual Signed.pdf,6321,6321,,AMENDMENT,6321,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/6321/6321 Amendment 2 Dual Signed.pdf,87077,6321_6321_AMENDMENT.pdf
"2013-10-24, Portal Ridge Solar B, Interconnection Agreement.pdf",2013,Portal Ridge Solar B,,AGREEMENT,Portal Ridge Solar B,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Portal Ridge Solar B/2013-10-24, Portal Ridge Solar B, Interconnection Agreement.pdf",1030574,2013_Portal_Ridge_Solar_B_AGREEMENT.pdf
"2016-07-12, Portal Ridge Solar B, Amendment 1.pdf",2016,Portal Ridge Solar B,,AMENDMENT,Portal Ridge Solar B,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Portal Ridge Solar B/2016-07-12, Portal Ridge Solar B, Amendment 1.pdf",3010414,2016_Portal_Ridge_Solar_B_AMENDMENT.pdf
"2014-10-22, Portal Ridge Solar B, PPA.pdf",2014,Portal Ridge Solar B,,PPA,Portal Ridge Solar B,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Portal Ridge Solar B/2014-10-22, Portal Ridge Solar B, PPA.pdf",3382496,2014_Portal_Ridge_Solar_B_PPA.pdf
Confidential - market sensitive pursuant to D.06-06-066_5791 SE - Rochester WDAT1083 GIA - Executed.pdf,5791,5791,,OTHER,5791,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5791/Confidential - market sensitive pursuant to D.06-06-066_5791 SE - Rochester WDAT1083 GIA - Executed.pdf,4299293,5791_5791_OTHER.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5791 Sestina Solar II, Rochester_PPA_Executed_Law Stamp_Final.pdf",5791,5791,,OTHER,5791,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5791/Confidential - market sensitive pursuant to D.06-06-066_5791 Sestina Solar II, Rochester_PPA_Executed_Law Stamp_Final.pdf",1421083,5791_5791_OTHER_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_5791 Sestina Solar II - Amendment No. 1.pdf,5791,5791,,AMENDMENT,5791,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5791/Confidential - market sensitive pursuant to D.06-06-066_5791 Sestina Solar II - Amendment No. 1.pdf,3054618,5791_5791_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5791 SunE Solar XVI Lessor - Amendment No. 2.pdf,5791,5791,,AMENDMENT,5791,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5791/Confidential - market sensitive pursuant to D.06-06-066_5791 SunE Solar XVI Lessor - Amendment No. 2.pdf,1302761,5791_5791_AMENDMENT_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_4352_PPA_Calleguas Municipal Water District_Santa Rosa Hydro.pdf,4352,4352,,OTHER,4352,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/4352/Confidential - market sensitive pursuant to D.06-06-066_4352_PPA_Calleguas Municipal Water District_Santa Rosa Hydro.pdf,960263,4352_4352_OTHER.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-08-15, American Kings Solar LLC, Interconnection Agreement.pdf",2014,American Kings Solar LLC,,AGREEMENT,American Kings Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/American Kings Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2014-08-15, American Kings Solar LLC, Interconnection Agreement.pdf",1327452,2014_American_Kings_Solar_LLC_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2017-06-21, American Kings Solar LLC, Interconnection Agreement.pdf",2017,American Kings Solar LLC,,AGREEMENT,American Kings Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/American Kings Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2017-06-21, American Kings Solar LLC, Interconnection Agreement.pdf",624319,2017_American_Kings_Solar_LLC_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2016-08-02, American Kings Solar LLC, PPA.pdf",2016,American Kings Solar LLC,,PPA,American Kings Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/American Kings Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2016-08-02, American Kings Solar LLC, PPA.pdf",1878471,2016_American_Kings_Solar_LLC_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2015-10-09, North Rosamond Solar LLC, PPA.pdf",2015,North Rosamond Solar LLC,,PPA,North Rosamond Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/North Rosamond Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2015-10-09, North Rosamond Solar LLC, PPA.pdf",2343338,2015_North_Rosamond_Solar_LLC_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2016-02-29, North Rosamond Solar LLC, Amendment 1.pdf",2016,North Rosamond Solar LLC,,AMENDMENT,North Rosamond Solar LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/North Rosamond Solar LLC/Confidential - market sensitive pursuant to D.06-06-066_2016-02-29, North Rosamond Solar LLC, Amendment 1.pdf",42946,2016_North_Rosamond_Solar_LLC_AMENDMENT.pdf
